idh,idp,y,x,top,bot,cec,oc,w_hue,w_value,w_chroma,d_hue,d_value,d_chroma,bsat
24640,5626,-33.20117,-61.57584,18,29,NA,1.22,NA,NA,NA,NA,NA,NA,NA
24646,5627,-33.22975,-61.65358,0,13,NA,0.64,NA,NA,NA,NA,NA,NA,NA
24647,5627,-33.22975,-61.65358,13,36,NA,0.52,NA,NA,NA,NA,NA,NA,NA
24649,5628,-33.19217,-61.68667,0,15,NA,1.67,NA,NA,NA,NA,NA,NA,NA
24650,5628,-33.19217,-61.68667,15,25,NA,1.54,NA,NA,NA,NA,NA,NA,NA
24656,5629,-33.29967,-61.7331,0,16,NA,1.75,NA,NA,NA,NA,NA,NA,NA
24657,5629,-33.29967,-61.7331,16,27,NA,1.28,NA,NA,NA,NA,NA,NA,NA
27303,6160,-34.27411,-61.90094,0,22,16,1.51,10YR,3,2,NA,NA,NA,89.375
27304,6160,-34.27411,-61.90094,22,33,14.5,0.96,10YR,3,2,NA,NA,NA,93.1034482758621
27299,6161,-34.26294,-61.98504,0,29,14.7,1.13,10YR,3,2,NA,NA,NA,85.0340136054422
27270,6163,-33.78845,-61.56546,0,26,15.8,1.26,10YR,3,2,NA,NA,NA,87.3417721518987
27275,6164,-33.78354,-61.56789,0,5,18.2,NA,10YR,5,2,10YR,6.5,2,100
27276,6164,-33.78354,-61.56789,5,12,17.7,NA,10YR,3,3,NA,NA,NA,100
27277,6164,-33.78354,-61.56789,12,21,20.9,NA,10YR,4,2,NA,NA,NA,100
27278,6164,-33.78354,-61.56789,21,45,40.3,NA,10YR,4,2,NA,NA,NA,100
27280,6165,-33.79076,-61.64521,0,17,20,2.03,10YR,2,2,NA,NA,NA,83
27281,6165,-33.79076,-61.64521,17,29,20.2,1.18,10YR,3,1,NA,NA,NA,83.6633663366337
27287,6166,-33.80459,-61.53348,0,20,23.4,2.07,NA,NA,NA,NA,NA,NA,76.9230769230769
27288,6166,-33.80459,-61.53348,20,32,21.1,1.46,10YR,2,2,10YR,5,2,80.0947867298578
27294,6167,-33.86594,-61.85833,0,13,15.5,1.42,10YR,4,1,10YR,6,1,98.0645161290323
27295,6167,-33.86594,-61.85833,13,21,8.9,0.28,10YR,6,1,10YR,7,1,100
27296,6167,-33.86594,-61.85833,21,44,28.2,0.51,7.5YR,4,2,NA,NA,NA,100
27379,6184,-33.81201,-61.89966,0,14,26.7,2.75,10YR,3,2,NA,NA,NA,78.2771535580524
27380,6184,-33.81201,-61.89966,14,30,23.1,1.4,10YR,3,1,NA,NA,NA,77.9220779220779
27386,6185,-33.67547,-61.75986,0,20,20,1.39,10YR,3,2,NA,NA,NA,79
27387,6185,-33.67547,-61.75986,20,30,19.3,0.78,10YR,3,3,NA,NA,NA,85.4922279792746
27392,6186,-33.66909,-61.78136,0,14,21.1,1.66,10YR,3,1,NA,NA,NA,78.1990521327014
27393,6186,-33.66909,-61.78136,14,20,21.2,1.59,10YR,2,2,NA,NA,NA,79.7169811320755
27394,6186,-33.66909,-61.78136,20,33,21,1.26,10YR,2,2,NA,NA,NA,81.4285714285714
27399,6187,-33.79577,-61.82151,0,12,18.4,1.58,10YR,3,2,10YR,6,2,65.2173913043478
27400,6187,-33.79577,-61.82151,12,17,18.3,1.48,10YR,3,1.5,NA,NA,NA,68.8524590163935
27401,6187,-33.79577,-61.82151,17,24,11,0.39,10YR,3.5,3,10YR,5.5,3,86.3636363636364
27402,6187,-33.79577,-61.82151,24,40,20.8,0.51,10YR,3,4,NA,NA,NA,93.75
27406,6188,-33.79752,-61.81985,0,19,23,2,10YR,3,1,NA,NA,NA,86.0869565217391
27407,6188,-33.79752,-61.81985,19,38,19.9,0.83,10YR,2,2,10YR,5,2,85.427135678392
27426,6190,-33.67986,-61.97732,0,21,77,1.92,10YR,3,1,10YR,5.5,1,21.9480519480519
27427,6190,-33.67986,-61.97732,21,28,77,1.67,10YR,3,1,NA,NA,NA,20.9090909090909
27436,6192,-33.67819,-61.86199,0,14,18.9,1.49,10YR,2.5,2,10YR,4,2,86.7724867724868
27437,6192,-33.67819,-61.86199,14,22,18.2,0.86,10YR,2,2,10YR,4,2,90.1098901098901
27438,6192,-33.67819,-61.86199,22,29,18.9,0.61,10YR,3,4,10YR,5,2,91.005291005291
27450,6195,-33.81074,-61.97741,0,8,22.9,1.56,10YR,3,3,10YR,7,1,100
27451,6195,-33.81074,-61.97741,8,18,23.3,1.4,10YR,3,2,NA,NA,NA,100
27452,6195,-33.81074,-61.97741,18,34,26.4,0.31,10YR,3,4,NA,NA,NA,100
27458,6196,-33.78968,-61.96231,0,17,19.8,1.5,10YR,3,1.5,NA,NA,NA,80.8080808080808
27459,6196,-33.78968,-61.96231,17,27,19,1.28,10YR,3,1,NA,NA,NA,80
27469,6198,-33.80838,-61.78854,0,13,26.8,2.67,10YR,1.5,2,NA,NA,NA,74.6268656716418
27470,6198,-33.80838,-61.78854,13,24,23.5,1.85,10YR,3,1,NA,NA,NA,82.5531914893617
27471,6198,-33.80838,-61.78854,24,36,21,0.86,10YR,2.5,4,NA,NA,NA,80.952380952381
27481,6200,-33.73016,-61.72603,0,16,23,2.12,10YR,2,2,NA,NA,NA,80.8695652173913
27482,6200,-33.73016,-61.72603,16,24,20.6,1.36,10YR,3,1,NA,NA,NA,83.9805825242718
27483,6200,-33.73016,-61.72603,24,33,18.2,0.8,10YR,3,2,NA,NA,NA,85.7142857142857
27492,6201,-33.82554,-61.554,0,25,19.9,2.07,10YR,3,1,10YR,6,1.5,86.9346733668342
27522,6202,-33.75738,-61.70343,0,15,19.3,1.66,10YR,3.5,2,10YR,5,2,81.8652849740933
27523,6202,-33.75738,-61.70343,15,28,19.1,0.6,10YR,2.5,2,10YR,6,2,86.9109947643979
27503,6205,-33.86668,-61.85719,0,22,18,1.68,10YR,3,2,10YR,4,2,80
27504,6205,-33.86668,-61.85719,22,36,14.1,0.84,10YR,3,2,10YR,5,2,96.4539007092199
27528,6209,-33.84548,-61.93456,0,12,21.3,1.82,10YR,2,2,NA,NA,NA,84.9765258215963
27529,6209,-33.84548,-61.93456,12,27,21.5,1.69,10YR,2,2,NA,NA,NA,83.2558139534884
27535,6210,-33.71422,-61.57984,0,17,18.7,1.32,10YR,3,1,NA,NA,NA,81.8181818181818
27536,6210,-33.71422,-61.57984,17,26,19.2,0.93,10YR,3,2,NA,NA,NA,83.3333333333333
27542,6211,-33.81281,-61.89669,0,17,NA,NA,10YR,2,2,NA,NA,NA,NA
27543,6211,-33.81281,-61.89669,17,26,NA,NA,10YR,2,2,NA,NA,NA,NA
27562,6214,-33.91731,-61.88092,0,17,20,2.27,10YR,3,3,10YR,4,2,93.5
27563,6214,-33.91731,-61.88092,17,28,19.6,1.24,10YR,3,2,10YR,4,2,92.3469387755102
27576,6217,-33.9369,-61.91724,0,19,19.8,1.52,10YR,2,2,10YR,5,2,93.4343434343434
27577,6217,-33.9369,-61.91724,19,31,18.1,0.55,10YR,3,3,NA,NA,NA,98.3425414364641
27592,6221,-33.75868,-61.70579,0,13,22.2,2.09,10YR,3,1.5,10YR,6,2,74.7747747747748
27593,6221,-33.75868,-61.70579,13,21,21.2,1.86,10YR,3,1.5,10YR,6,2,74.0566037735849
27594,6221,-33.75868,-61.70579,21,30,14.1,0.57,10YR,3,3,10YR,7.5,2,80.8510638297872
27630,6227,-33.78844,-61.73703,0,20,20.4,1.52,10YR,4,2,NA,NA,NA,76.9607843137255
27631,6227,-33.78844,-61.73703,20,30,19.3,0.96,10YR,3,1,NA,NA,NA,82.9015544041451
27644,6230,-33.66078,-61.6987,0,21,20.6,1.76,10YR,2.5,1,10YR,5,2,85.4368932038835
27645,6230,-33.66078,-61.6987,21,31,22,1.53,10YR,2,2,NA,NA,NA,85
27651,6231,-33.77306,-61.71333,0,22,18.1,1.65,10YR,3,1,NA,NA,NA,80.1104972375691
27652,6231,-33.77306,-61.71333,22,36,11.8,0.48,10YR,3,3,10YR,6,3,86.4406779661017
27668,6234,-33.82731,-61.55655,0,18,17.4,1.64,10YR,3,1,NA,NA,NA,81.6091954022989
27669,6234,-33.82731,-61.55655,18,31,10.4,0.44,10YR,3,3,10YR,6.5,2,90.3846153846154
28063,6312,-34.27836,-61.6289,0,24,11.8,0.94,10YR,3,2,NA,NA,NA,96.6101694915254
28064,6312,-34.27836,-61.6289,24,32,12.4,0.62,10YR,3,2,NA,NA,NA,95.1612903225807
28068,6313,-34.27836,-61.6289,0,22,18.2,1.6,10YR,2,1,NA,NA,NA,93.956043956044
28069,6313,-34.27836,-61.6289,22,33,16.6,0.75,10YR,3,2,NA,NA,NA,98.1927710843373
28074,6314,-34.23482,-61.65987,0,22,23.7,1.98,10YR,2,1,NA,NA,NA,86.9198312236287
28075,6314,-34.23482,-61.65987,22,33,19.2,1.04,10YR,3,2,NA,NA,NA,91.1458333333333
28081,6315,-34.19308,-61.71187,0,20,16.7,1.71,10YR,3,2,NA,NA,NA,93.4131736526946
28082,6315,-34.19308,-61.71187,20,36,16.7,1.22,10YR,3,2,NA,NA,NA,98.8023952095808
28086,6316,-34.18135,-61.72029,0,22,13.5,1.27,10YR,3,1,NA,NA,NA,91.1111111111111
28087,6316,-34.18135,-61.72029,22,65,11.7,0.44,10YR,3,4,NA,NA,NA,100
28089,6318,-34.272,-61.74746,0,36,10.9,0.88,10YR,3,4,NA,NA,NA,83.4862385321101
28092,6319,-34.21742,-61.90698,0,32,11.9,1.01,10YR,3,2,NA,NA,NA,90.7563025210084
28095,6320,-34.32219,-61.7915,0,20,15.4,1.1,10YR,2,1,NA,NA,NA,100
28096,6320,-34.32219,-61.7915,20,36,9.7,0.21,10YR,4,2,NA,NA,NA,100
28099,6321,-34.26294,-61.98504,0,29,14.7,1.13,7.5YR,3,2,NA,NA,NA,85.0340136054422
28108,6323,-34.02934,-61.63224,0,8,10.3,1,10YR,4,3,7.5YR,6,2,100
28109,6323,-34.02934,-61.63224,8,23,10,0.66,7.5YR,4,2,7.5YR,6,2,100
28110,6323,-34.02934,-61.63224,23,46,19.2,0.31,7.5YR,5,4,NA,NA,NA,100
28113,6324,-34.10251,-61.52788,0,14,17.8,1.31,NA,NA,NA,NA,NA,NA,100
28114,6324,-34.10251,-61.52788,14,28,18.6,0.49,10YR,4,2,NA,NA,NA,98.763440860215
28118,6325,-34.1329,-61.6367,0,24,17,1.96,10YR,2.5,1,NA,NA,NA,96.0588235294118
28119,6325,-34.1329,-61.6367,24,35,18,1.63,10YR,3,1,NA,NA,NA,95
28123,6326,-34.0038,-61.80345,0,26,17.8,1.43,10YR,3,2,10YR,4,2,89.3258426966292
28128,6327,-34.13108,-61.82584,0,34,14.1,1.05,10YR,3,2,NA,NA,NA,100
28132,6328,-34.04904,-61.79879,0,26,16.3,1.24,NA,NA,NA,NA,NA,NA,92.0245398773006
28136,6329,-34.01852,-61.93744,0,19,12.7,0.54,7.5YR,4,2,7.5YR,6,2,NA
28137,6329,-34.01852,-61.93744,19,39,23.4,0.16,NA,NA,NA,NA,NA,NA,100
28140,6330,-34.14666,-61.53012,0,14,18.6,0.5,10YR,4,3,NA,NA,NA,100
28141,6330,-34.14666,-61.53012,14,25,11.2,0.29,10YR,4,2,NA,NA,NA,100
28144,6331,-34.14205,-61.89826,0,18,18.6,1.45,NA,NA,NA,NA,NA,NA,100
28145,6331,-34.14205,-61.89826,18,30,18,0.75,NA,NA,NA,NA,NA,NA,95.5555555555555
28155,6333,-34.18993,-61.60516,0,18,12.8,1.13,10YR,2,1,NA,NA,NA,100
28156,6333,-34.18993,-61.60516,18,26,10.4,0.48,10YR,4,2,NA,NA,NA,96.1538461538462
28179,6339,-34.07218,-61.96824,0,27,11.9,1.01,10YR,3,1,NA,NA,NA,94.1176470588235
28188,6341,-34.26264,-61.83458,0,30,16.5,1.85,10YR,3,1,NA,NA,NA,89.0909090909091
28256,6357,-33.93603,-61.94672,0,20,10.9,1.14,10YR,3,3,10YR,5,2,93.5779816513761
28257,6357,-33.93603,-61.94672,20,34,8.1,0.29,10YR,4.5,2,NA,NA,NA,100
28262,6358,-33.96917,-61.66583,0,21,22.6,2.88,10YR,3,2,NA,NA,NA,95.1327433628319
28263,6358,-33.96917,-61.66583,21,36,23.9,2,10YR,2,2,NA,NA,NA,90.3765690376569
28269,6359,-33.96111,-61.60556,0,20,15,1.12,10YR,2,2,10YR,5,2,89.3333333333333
28270,6359,-33.96111,-61.60556,20,36,18.8,0.91,10YR,3,2.5,NA,NA,NA,88.8297872340425
28274,6360,-33.77002,-61.71107,0,9,18.6,0.63,10YR,3,2,10YR,6,2,100
28275,6360,-33.77002,-61.71107,9,20,27.6,0.35,10YR,4,3,NA,NA,NA,100
28276,6360,-33.77002,-61.71107,20,30,36.1,NA,10YR,4,3,NA,NA,NA,100
28371,6375,-33.90681,-61.6204,0,14,9.9,1.3,10YR,4,2,10YR,6,2,100
28372,6375,-33.90681,-61.6204,14,29,32.2,0.91,7.5YR,4,2,NA,NA,NA,100
28375,6376,-33.97145,-61.66553,0,20,16.8,1.83,10YR,3,2,NA,NA,NA,83.9285714285714
28376,6376,-33.97145,-61.66553,20,29,16.9,1.62,10YR,2,2,NA,NA,NA,83.4319526627219
28397,6378,-34.26726,-61.53438,0,30,NA,NA,10YR,3,2,NA,NA,NA,NA
28401,6379,-34.25734,-61.5244,0,26,NA,NA,10YR,2,1,NA,NA,NA,NA
29110,6504,-34.48778,-61.09444,0,13,21,1.7,10YR,3,2,10YR,5,2,81.9047619047619
29111,6504,-34.48778,-61.09444,13,25,19.6,1.26,10YR,2,2,NA,NA,NA,82.6530612244898
29116,6505,-34.50467,-59.83828,0,25,22.8,2.13,10YR,3,1,10YR,5,2,79.8245614035088
